smiles,heptox
COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4,1.0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.0
Cc1nc2c(CCN(C(=O)c3ccc(NC(=O)c4ccccc4c5ccccc5)cc3)c6ccccc26)[nH]1,0.0
CC1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC(=O)CC(O)C(C(O)CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)\C=C\C=C\C=C\C=C\CC\C=C\C=C\C(C)C(O)C1C)C(=O)O,0.0
COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,0.0
OC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],0.0
C[C@H](N)Cc1ccccc1,0.0
OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0.0
CN(C)CC[C@@H](c1ccc(Br)cc1)c2ccccn2,0.0
CC(O)(P(=O)(O)O)P(=O)(O)O,0.0
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.0
NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(=O)(=O)N,0.0
CCC(C(C)CN(C)C)c1cccc(O)c1,0.0
COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-],0.0
NC1=CC(=NC(=N)N1O)N2CCCCC2,0.0
CC(COc1ccccc1)N(CCCl)Cc2ccccc2,0.0
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,0.0
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,0.0
COc1ccccc1OCC(O)CO,0.0
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,1.0
CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C\CCCC(=O)O,0.0
CC[N+](C)(C)c1cccc(O)c1,0.0
NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5,0.0
C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c2cccc3C[C@@H](C)CNc23,0.0
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1.0
CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4,1.0
CCc1oc2ccccc2c1C(=O)c3cc(I)c(O)c(I)c3,1.0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,0.0
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0.0
C[C@]12CCC3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc5cc(ccc5C(F)(F)F)C(F)(F)F,0.0
C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3,0.0
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1.0
COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]4(C)CCc5cc(OC)c(OC)cc5[C@H]4Cc6ccc(OC)c(OC)c6)cc1OC,0.0
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5OC1[C@]2(CCN3CC6CCC6)c45,0.0
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,1.0
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,0.0
N[C@@H]1CCCC[C@H]1N,1.0
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,0.0
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,0.0
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC,1.0
OCCCC(=O)[O-],0.0
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(\N)/O)\C1=O)O)N(C)C,1.0
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(=CO)C[C@]4(C)[C@H]3CC[C@]12C,1.0
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc5c[nH]cn5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)O,0.0
CC(C)N(CC[C@H](c1ccccc1)c2cc(CO)ccc2OC(=O)C(C)C)C(C)C,0.0
NC(=O)NO,1.0
COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,1.0
CNCCCC1c2ccccc2C=Cc3ccccc13,0.0
CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)c4ccccc4,0.0
COc1cccc2OC[C@H]3CN(CCCCN4C(=O)Nc5c(sc6ncc(nc56)c7ccccc7)C4=O)C[C@H]3c12,1.0
CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,1.0
CC(CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)C2[N-]/C/1=C(/C)\C3=N\C(=C/C4=N\C(=C(\C)/C5=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]5CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\C(C)(C)[C@@H]3CCC(=O)N)OP(=O)(O)OC6C(O)[C@H](O[C@H]6CO)n7cnc8cc(C)c(C)cc78,0.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,1.0
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,1.0
OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,0.0
Cc1cccc(Nc2ccccc2C(=O)O)c1C,1.0
NC(=NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(CC(=O)O)NC(=O)CNC1=O)C(=O)N)N,0.0
Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,0.0
NCCc1cnc[nH]1,0.0
COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4[C@H]3Cc5cc(OC)c(OC)c(OC)c5)[C@H](Cc6cc(OC)c(OC)c(OC)c6)c2cc1OC,0.0
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,0.0
CN1CCCCC1C(=O)Nc2c(C)cccc2C,0.0
Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1,0.0
CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)N(=O)=O,1.0
CCC(C)[C@H](N)C1=NCC(S1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](C(C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)C(C)CC,0.0
CC(N(O)C(=O)N)c1cc2ccccc2s1,1.0
CC(CCc1ccc(O)cc1)NCCc2ccc(O)c(O)c2,0.0
NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,1.0
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,0.0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1.0
CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,0.0
NC(=NCCN1CCCCCCC1)N,0.0
CCC[C@@]1(CCc2ccccc2)CC(=O)C(=C(O)O1)[C@H](CC)c3cccc(NS(=O)(=O)c4ccc(cn4)C(F)(F)F)c3,1.0
C[N+](C)(C)CC(=O)[O-],0.0
CC(Cc1ccccc1)N(C)Cc2ccccc2,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,1.0
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,0.0
O=N(=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)ON(=O)=O,0.0
Clc1ccc2c(c1)C(=NCc3nncn23)c4ccccc4,0.0
OC(C(=O)OC1C[C@@H]2CCC(C1)[N+]23CCCC3)(c4ccccc4)c5ccccc5,0.0
CC(C)(C)NC[C@H](O)COc1ccccc1C2CCCC2,0.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1.0
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,1.0
Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,0.0
CCCCN1C(=O)[C@H](NC(=O)C12CCN(Cc3ccc(Oc4ccc(cc4)C(=O)O)cc3)CC2)[C@H](O)C5CCCCC5,1.0
OC(=O)c1cc(ccc1O)c2ccc(F)cc2F,1.0
COC1=CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O,1.0
CN1C=CNC1=S,1.0
OC(=O)CCCCCC[NH2+]C1c2ccccc2CCc3ccccc13,1.0
CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,0.0
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,1.0
[O-]S(=O)(=S)[O-],0.0
OCC(S)CS,0.0
Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F,1.0
Nc1nc2ccc(OC(F)(F)F)cc2s1,1.0
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.0
NC(=O)C1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1.0
CCOC(Nc1ccc(cc1)C(=O)O)C(=O)c2ccc(cc2)c3ccccc3,1.0
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.0
CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)N(=O)=O,0.0
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc2ccccc2Cl,0.0
CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,0.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)S(=O)(=O)c4ccc(N)cc4,1.0
NC[C@H](O)c1ccc(O)c(O)c1,0.0
CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4,1.0
CN[C@@H](C)[C@@H](O)c1ccccc1,0.0
CCC1NC(=O)C([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,1.0
Cc1cc(Br)c(O)c2ncccc12,1.0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.0
NNC(=O)c1ccncc1,1.0
Nc1ccc(cc1)C(=O)NCC(=O)O,0.0
CC(C)N(CC[C@@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,0.0
OC(=O)C1=C\C(=N\Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3)\C=CC1=O,1.0
NC(=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1)N,1.0
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0.0
CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(=O)N)C(=O)C(CC)(C1=O)c2ccccc2)OC(=O)N,1.0
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c3cccc(O)c3,0.0
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc7ccc(O)cc7)C(=O)N,0.0
OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,0.0
CC(C)Cc1ccc(CC(=O)O)cc1,1.0
NCC1OC(OC2C(O)C(OC3C(O)C(N)CC(N)C3OC4OC(CN)C(O)C(O)C4N)OC2CO)C(N)C(O)C1O,0.0
CC1=C(N\N=C\2/C=CC=C(C2=O)c3cccc(c3)C(=O)O)C(=O)N(N1)c4ccc(C)c(C)c4,1.0
NCCCNCCSP(=O)(O)O,0.0
OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,0.0
CCc1oc2ccccc2c1C(=O)c3cc(Br)c(O)c(Br)c3,1.0
C\C(=C/C=C/C(=C\C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C,1.0
CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,1.0
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,1.0
CN1CCC(CC1)Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2,1.0
OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,0.0
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)c4nccc5ccccc45,1.0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C,0.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,1.0
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0
CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,0.0
Cc1cc(cc(C)c1Oc2nc(Nc3ccc(cc3)C#N)nc(N)c2Br)C#N,1.0
FC(F)(F)C(F)(F)C(F)(F)F,0.0
CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,0.0
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO,0.0
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0.0
CCN(CC)C(C)C(=O)c1ccccc1,0.0
CN1C(=O)CC(C)(C1=O)c2ccccc2,0.0
CC(C[N+](C)(C)C)OC(=O)N,0.0
OC(=O)Cc1ccc(OCC=C)c(Cl)c1,1.0
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1.0
CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.0
CC(=O)Oc1ccc(cc1)C2(C(=O)N(C(=O)C)c3ccccc23)c4ccc(OC(=O)C)cc4,1.0
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,0.0
CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2,1.0
CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c3ccccc3,0.0
